state	yr	qtr	index_nsa	index_sa	note
KS	2001	3	162.89	162.03	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2001	4	164.29	164.44	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	1	164.97	165.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	2	167.41	166.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	3	169.05	168.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2002	4	169.27	169.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	1	170.30	171.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	2	173.34	172.37	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	3	175.25	174.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2003	4	175.55	175.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	1	176.50	177.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	2	181.48	180.36	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	3	181.28	179.94	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2004	4	181.34	181.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	1	182.85	184.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	2	186.76	185.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	3	188.07	186.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2005	4	187.96	188.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	1	189.75	191.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	2	193.41	191.89	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	3	195.55	193.96	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2006	4	194.23	194.64	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	1	193.29	195.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	2	199.19	197.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	3	199.48	197.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2007	4	197.08	197.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	1	195.24	197.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	2	199.38	197.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	3	200.10	198.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2008	4	192.32	192.26	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	1	192.39	194.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	2	195.09	193.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	3	195.28	193.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2009	4	196.41	196.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	1	191.30	193.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	2	196.00	193.97	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	3	189.55	188.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2010	4	186.59	186.49	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	1	182.17	184.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	2	184.19	182.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	3	184.73	183.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2011	4	184.46	184.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	1	182.49	184.71	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	2	188.22	186.24	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	3	190.83	189.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2012	4	187.68	188.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	1	187.27	189.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	2	194.08	192.06	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	3	194.89	193.25	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2013	4	192.33	192.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	1	196.37	198.38	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	2	202.01	199.95	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	3	202.12	200.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2014	4	202.14	202.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	1	203.79	205.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	2	208.67	206.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	3	211.37	209.79	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2015	4	211.88	212.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KS	2016	1	210.27	212.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	2	100.77	100.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	3	100.33	100.02	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1991	4	101.70	101.53	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	1	102.41	102.41	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	2	103.01	102.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	3	104.65	104.32	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1992	4	106.22	106.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	1	106.59	106.61	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	2	108.93	108.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	3	110.20	109.81	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1993	4	111.08	110.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	1	113.55	113.62	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	2	115.54	115.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1994	3	116.93	116.46	
KY	1994	4	117.40	117.31	
KY	1995	1	118.60	118.69	
KY	1995	2	121.00	120.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1995	3	122.31	121.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1995	4	124.17	124.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1996	1	124.24	124.37	
KY	1996	2	126.57	125.95	
KY	1996	3	127.76	127.18	
KY	1996	4	128.53	128.51	
KY	1997	1	130.18	130.30	
KY	1997	2	131.53	130.89	
KY	1997	3	133.20	132.60	
KY	1997	4	133.30	133.27	
KY	1998	1	134.12	134.24	
KY	1998	2	136.83	136.19	
KY	1998	3	137.86	137.25	
KY	1998	4	139.24	139.16	
KY	1999	1	141.33	141.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	2	144.24	143.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	3	146.22	145.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	1999	4	147.08	146.91	
KY	2000	1	149.72	149.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	2	150.86	150.18	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	3	152.56	151.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2000	4	153.62	153.31	
KY	2001	1	153.94	154.20	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	2	156.41	155.73	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	3	157.31	156.77	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2001	4	159.10	158.63	
KY	2002	1	159.17	159.50	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2002	2	162.11	161.48	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2002	3	162.10	161.48	
KY	2002	4	164.15	163.60	
KY	2003	1	164.88	165.29	
KY	2003	2	167.22	166.60	
KY	2003	3	170.06	169.33	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2003	4	171.14	170.58	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
KY	2004	1	171.85	172.35	
KY	2004	2	174.60	173.97	
KY	2004	3	176.69	175.75	
KY	2004	4	178.84	178.37	
KY	2005	1	178.69	179.31	
KY	2005	2	181.21	180.52	
KY	2005	3	184.18	182.95	
KY	2005	4	184.80	184.48	
KY	2006	1	186.16	187.02	
KY	2006	2	188.20	187.35	
KY	2006	3	188.88	187.35	
KY	2006	4	188.15	187.94	
KY	2007	1	188.08	189.36	
KY	2007	2	190.12	188.96	
KY	2007	3	189.27	187.54	
KY	2007	4	186.87	186.69	
KY	2008	1	183.72	185.45	
KY	2008	2	185.14	183.66	
KY	2008	3	184.20	182.39	
KY	2008	4	178.14	177.98	
KY	2009	1	174.98	177.09	
KY	2009	2	178.44	176.62	
KY	2009	3	179.47	177.63	
KY	2009	4	179.01	178.93	
KY	2010	1	173.94	176.35	
KY	2010	2	178.57	176.44	
KY	2010	3	172.96	171.13	
KY	2010	4	172.13	172.16	
KY	2011	1	165.79	168.31	
KY	2011	2	168.86	166.53	
KY	2011	3	168.32	166.54	
KY	2011	4	166.58	166.77	
KY	2012	1	166.08	168.68	
KY	2012	2	172.10	169.50	
KY	2012	3	171.49	169.65	
KY	2012	4	170.66	171.04	
KY	2013	1	171.07	173.75	
KY	2013	2	175.84	173.03	
KY	2013	3	179.08	177.13	
KY	2013	4	175.33	175.91	
KY	2014	1	173.90	176.55	
KY	2014	2	182.65	179.71	
KY	2014	3	183.74	181.69	
KY	2014	4	183.12	183.82	
KY	2015	1	182.88	185.66	
KY	2015	2	191.13	188.01	
KY	2015	3	192.50	190.36	
KY	2015	4	192.43	193.17	
KY	2016	1	193.71	196.65	
LA	1991	1	100.00	100.00	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	2	101.38	101.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	3	103.02	102.54	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1991	4	103.98	103.65	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	1	105.08	105.08	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	2	106.28	105.92	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	3	107.42	106.90	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1992	4	109.10	108.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1993	1	109.57	109.59	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1993	2	112.19	111.75	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1993	3	114.23	113.68	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1993	4	116.44	116.14	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1994	1	117.75	117.78	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1994	2	119.65	119.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1994	3	121.31	120.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1994	4	120.68	120.43	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1995	1	122.69	122.72	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1995	2	125.27	124.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1995	3	127.37	126.74	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1995	4	129.38	129.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1996	1	130.30	130.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1996	2	132.94	132.29	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1996	3	133.68	132.99	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1996	4	134.74	134.57	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1997	1	136.08	136.09	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1997	2	137.45	136.76	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1997	3	138.94	138.21	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1997	4	139.59	139.46	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1998	1	141.10	141.10	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1998	2	143.66	142.93	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1998	3	145.84	145.04	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1998	4	147.55	147.42	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1999	1	148.08	148.12	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1999	2	150.41	149.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1999	3	152.18	151.31	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	1999	4	151.66	151.55	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2000	1	154.56	154.63	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2000	2	156.86	156.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2000	3	157.61	156.67	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2000	4	157.18	157.05	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2001	1	159.19	159.35	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2001	2	161.29	160.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2001	3	163.12	162.13	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2001	4	164.28	164.11	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2002	1	164.19	164.40	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2002	2	167.39	166.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2002	3	169.19	168.17	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2002	4	170.52	170.28	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2003	1	172.61	172.87	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2003	2	175.16	174.22	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2003	3	177.53	176.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2003	4	178.77	178.47	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2004	1	180.29	180.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2004	2	185.33	184.45	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2004	3	187.64	186.51	Note: DataQuick (County Records) Data Comprise Less than 10% of Total Sample
LA	2004	4	188.33	187.96	
LA	2005	1	189.58	189.79	
LA	2005	2	194.61	193.79	
LA	2005	3	198.85	197.57	
LA	2005	4	207.66	207.28	
